index, start time, end time, latency
0, 1659510909.430827, 1659510909.435313, 4486
1, 1659510909.537071, 1659510909.541137, 4066
2, 1659510909.641549, 1659510909.645862, 4313
3, 1659510909.746291, 1659510909.750477, 4186
4, 1659510909.852807, 1659510909.857257, 4450
5, 1659510909.959556, 1659510909.963407, 3851
6, 1659510910.65667, 1659510910.69568, 3901
7, 1659510910.171887, 1659510910.175509, 3622
8, 1659510910.276346, 1659510910.280201, 3855
9, 1659510910.380875, 1659510910.385335, 4460
10, 1659510910.485770, 1659510910.489812, 4042
11, 1659510910.591246, 1659510910.595328, 4082
12, 1659510910.696826, 1659510910.700943, 4117
13, 1659510910.802502, 1659510910.807100, 4598
14, 1659510910.908357, 1659510910.912154, 3797
15, 1659510911.13252, 1659510911.16824, 3572
16, 1659510911.117969, 1659510911.121707, 3738
17, 1659510911.221934, 1659510911.226197, 4263
18, 1659510911.327705, 1659510911.332359, 4654
19, 1659510911.433857, 1659510911.437309, 3452
20, 1659510911.538762, 1659510911.542563, 3801
21, 1659510911.643330, 1659510911.646545, 3215
22, 1659510911.746926, 1659510911.750389, 3463
23, 1659510911.851867, 1659510911.855668, 3801
24, 1659510911.957172, 1659510911.960576, 3404
25, 1659510912.62147, 1659510912.66041, 3894
26, 1659510912.166877, 1659510912.170925, 4048
27, 1659510912.271622, 1659510912.275271, 3649
28, 1659510912.375817, 1659510912.379151, 3334
29, 1659510912.479401, 1659510912.482856, 3455
30, 1659510912.584299, 1659510912.587938, 3639
31, 1659510912.689429, 1659510912.692751, 3322
32, 1659510912.794287, 1659510912.797614, 3327
33, 1659510912.898625, 1659510912.901942, 3317
34, 1659510913.2598, 1659510913.5711, 3113
35, 1659510913.106556, 1659510913.109607, 3051
36, 1659510913.211079, 1659510913.214479, 3400
37, 1659510913.315899, 1659510913.319360, 3461
38, 1659510913.420841, 1659510913.424282, 3441
39, 1659510913.525435, 1659510913.528455, 3020
40, 1659510913.629954, 1659510913.633550, 3596
41, 1659510913.733776, 1659510913.736925, 3149
42, 1659510913.838456, 1659510913.842246, 3790
43, 1659510913.943696, 1659510913.947090, 3394
44, 1659510914.48547, 1659510914.51826, 3279
45, 1659510914.153427, 1659510914.156774, 3347
46, 1659510914.257104, 1659510914.260591, 3487
47, 1659510914.360806, 1659510914.364043, 3237
48, 1659510914.465543, 1659510914.469156, 3613
49, 1659510914.569668, 1659510914.572621, 2953
50, 1659510914.674100, 1659510914.677288, 3188
51, 1659510914.778425, 1659510914.781467, 3042
52, 1659510914.882108, 1659510914.885661, 3553
53, 1659510914.985824, 1659510914.989288, 3464
54, 1659510915.89747, 1659510915.92877, 3130
55, 1659510915.194480, 1659510915.197761, 3281
56, 1659510915.299278, 1659510915.302949, 3671
57, 1659510915.404059, 1659510915.406987, 2928
58, 1659510915.507536, 1659510915.510803, 3267
59, 1659510915.612259, 1659510915.615634, 3375
60, 1659510915.717092, 1659510915.720206, 3114
61, 1659510915.821679, 1659510915.824878, 3199
62, 1659510915.926388, 1659510915.929516, 3128
63, 1659510916.30541, 1659510916.34100, 3559
64, 1659510916.135658, 1659510916.138824, 3166
65, 1659510916.238946, 1659510916.242374, 3428
66, 1659510916.343837, 1659510916.347221, 3384
67, 1659510916.448615, 1659510916.451901, 3286
68, 1659510916.553425, 1659510916.556669, 3244
69, 1659510916.657973, 1659510916.661766, 3793
70, 1659510916.762401, 1659510916.765941, 3540
71, 1659510916.866295, 1659510916.869939, 3644
72, 1659510916.971380, 1659510916.975167, 3787
73, 1659510917.76646, 1659510917.80269, 3623
74, 1659510917.181784, 1659510917.184696, 2912
