index, start time, end time, latency
0, 1659511955.281278, 1659511955.284974, 3696
1, 1659511955.385282, 1659511955.389353, 4071
2, 1659511955.489783, 1659511955.493248, 3465
3, 1659511955.595603, 1659511955.599191, 3588
4, 1659511955.700916, 1659511955.704888, 3972
5, 1659511955.806577, 1659511955.810507, 3930
6, 1659511955.911398, 1659511955.915277, 3879
7, 1659511956.17578, 1659511956.20804, 3226
8, 1659511956.121463, 1659511956.124946, 3483
9, 1659511956.225741, 1659511956.229031, 3290
10, 1659511956.330538, 1659511956.334341, 3803
11, 1659511956.435361, 1659511956.438506, 3145
12, 1659511956.539970, 1659511956.543782, 3812
13, 1659511956.644286, 1659511956.648069, 3783
14, 1659511956.749526, 1659511956.754082, 4556
15, 1659511956.855565, 1659511956.859188, 3623
16, 1659511956.960625, 1659511956.964061, 3436
17, 1659511957.65559, 1659511957.69109, 3550
18, 1659511957.170100, 1659511957.173728, 3628
19, 1659511957.275184, 1659511957.278562, 3378
20, 1659511957.379092, 1659511957.382383, 3291
21, 1659511957.483896, 1659511957.487371, 3475
22, 1659511957.588847, 1659511957.592230, 3383
23, 1659511957.693709, 1659511957.697617, 3908
24, 1659511957.799158, 1659511957.803059, 3901
25, 1659511957.903664, 1659511957.907696, 4032
26, 1659511958.9173, 1659511958.12877, 3704
27, 1659511958.113198, 1659511958.116891, 3693
28, 1659511958.217193, 1659511958.221008, 3815
29, 1659511958.322552, 1659511958.326390, 3838
30, 1659511958.427266, 1659511958.431015, 3749
31, 1659511958.532420, 1659511958.535713, 3293
32, 1659511958.635912, 1659511958.639560, 3648
33, 1659511958.741044, 1659511958.744615, 3571
34, 1659511958.846143, 1659511958.850096, 3953
35, 1659511958.951602, 1659511958.955462, 3860
36, 1659511959.56961, 1659511959.60940, 3979
37, 1659511959.161644, 1659511959.165473, 3829
38, 1659511959.266966, 1659511959.271050, 4084
39, 1659511959.371352, 1659511959.374561, 3209
40, 1659511959.476062, 1659511959.479162, 3100
41, 1659511959.580633, 1659511959.584003, 3370
42, 1659511959.685107, 1659511959.688723, 3616
43, 1659511959.790020, 1659511959.793381, 3361
44, 1659511959.893620, 1659511959.897143, 3523
45, 1659511959.998654, 1659511960.2233, 3579
46, 1659511960.103692, 1659511960.107281, 3589
47, 1659511960.207678, 1659511960.210801, 3123
48, 1659511960.312260, 1659511960.315593, 3333
49, 1659511960.416207, 1659511960.418938, 2731
50, 1659511960.520408, 1659511960.523133, 2725
51, 1659511960.624670, 1659511960.627515, 2845
52, 1659511960.728472, 1659511960.731566, 3094
53, 1659511960.833053, 1659511960.836353, 3300
54, 1659511960.937486, 1659511960.941106, 3620
55, 1659511961.42640, 1659511961.46077, 3437
56, 1659511961.146282, 1659511961.150060, 3778
57, 1659511961.251583, 1659511961.255094, 3511
58, 1659511961.356565, 1659511961.359745, 3180
59, 1659511961.459913, 1659511961.463101, 3188
60, 1659511961.564546, 1659511961.567975, 3429
61, 1659511961.668629, 1659511961.671897, 3268
62, 1659511961.772835, 1659511961.776466, 3631
63, 1659511961.876950, 1659511961.880613, 3663
64, 1659511961.982153, 1659511961.985293, 3140
65, 1659511962.86854, 1659511962.90397, 3543
66, 1659511962.191482, 1659511962.195317, 3835
67, 1659511962.296863, 1659511962.300836, 3973
68, 1659511962.401105, 1659511962.404614, 3509
69, 1659511962.506146, 1659511962.509232, 3086
70, 1659511962.610749, 1659511962.613835, 3086
71, 1659511962.715312, 1659511962.718706, 3394
72, 1659511962.820205, 1659511962.823724, 3519
73, 1659511962.924376, 1659511962.927343, 2967
74, 1659511963.28808, 1659511963.31820, 3012
75, 1659511963.133272, 1659511963.136550, 3278
76, 1659511963.238063, 1659511963.241442, 3379
77, 1659511963.342961, 1659511963.346708, 3747
78, 1659511963.447857, 1659511963.451059, 3202
79, 1659511963.552509, 1659511963.555717, 3208
80, 1659511963.655943, 1659511963.658982, 3039
81, 1659511963.759648, 1659511963.762964, 3316
82, 1659511963.863006, 1659511963.866524, 3518
83, 1659511963.967996, 1659511963.971446, 3450
84, 1659511964.72935, 1659511964.76433, 3498
85, 1659511964.177063, 1659511964.180502, 3439
86, 1659511964.282467, 1659511964.286543, 4076
87, 1659511964.386917, 1659511964.390375, 3458
88, 1659511964.491856, 1659511964.495133, 3277
89, 1659511964.596578, 1659511964.600447, 3869
90, 1659511964.701590, 1659511964.705347, 3757
91, 1659511964.805880, 1659511964.809271, 3391
92, 1659511964.909487, 1659511964.913317, 3830
93, 1659511965.14820, 1659511965.18299, 3479
94, 1659511965.119741, 1659511965.122815, 3074
95, 1659511965.224731, 1659511965.228101, 3370
96, 1659511965.329645, 1659511965.333483, 3838
97, 1659511965.434169, 1659511965.437224, 3055
98, 1659511965.538739, 1659511965.542097, 3358
99, 1659511965.643622, 1659511965.647165, 3543
100, 1659511965.747571, 1659511965.750671, 3100
101, 1659511965.852150, 1659511965.855410, 3260
102, 1659511965.956581, 1659511965.959781, 3200
103, 1659511966.61293, 1659511966.64776, 3483
104, 1659511966.165027, 1659511966.168291, 3264
105, 1659511966.269847, 1659511966.273339, 3492
106, 1659511966.373720, 1659511966.376733, 3013
107, 1659511966.478257, 1659511966.481852, 3595
108, 1659511966.583298, 1659511966.586252, 2954
109, 1659511966.686911, 1659511966.690443, 3532
110, 1659511966.791899, 1659511966.795150, 3251
111, 1659511966.896037, 1659511966.899421, 3384
112, 1659511967.930, 1659511967.4393, 3463
113, 1659511967.105827, 1659511967.109017, 3190
114, 1659511967.210206, 1659511967.213473, 3267
115, 1659511967.315034, 1659511967.318831, 3797
116, 1659511967.419075, 1659511967.422601, 3526
117, 1659511967.524070, 1659511967.527256, 3186
118, 1659511967.627804, 1659511967.631412, 3608
119, 1659511967.732944, 1659511967.736786, 3842
120, 1659511967.838235, 1659511967.841723, 3488
121, 1659511967.942431, 1659511967.946402, 3971
122, 1659511968.47853, 1659511968.51258, 3405
123, 1659511968.151999, 1659511968.155266, 3267
124, 1659511968.256697, 1659511968.260286, 3589
125, 1659511968.361775, 1659511968.365492, 3717
126, 1659511968.466658, 1659511968.470167, 3509
127, 1659511968.571630, 1659511968.575062, 3432
