# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       20.227       84.832
       1.016      155.500       20.227      309.492
       2.039      176.900       20.227      309.492
       3.063      184.600       21.672      374.496
       4.087      201.100       21.750      694.496
       5.111      184.600       21.750      694.496
       6.134      202.300       21.750      694.496
       7.154      190.400       21.750      694.496
       8.169      204.900       21.750      694.496
       9.192      236.400       21.750      694.496
      10.217      241.100       21.750      694.496
      11.241      244.100       21.750      694.496
      12.263      244.500       21.750      694.496
      13.282      240.500       21.750      694.496
      14.302      254.900       21.750      694.496
      15.323      248.800       21.750      694.496
      16.348      246.800       21.750      694.496
      17.373      238.100       21.750      694.496
      18.397      376.200       42.938      694.496
      19.417      406.000       48.352      694.496
      20.433      402.400       48.352      694.496
      21.455      403.900       48.867      694.496
      22.481      391.100       48.867      694.496
      23.506      359.800       48.867      694.496
      24.530      352.700       48.867      694.496
      25.555      344.400       48.867      694.496
      26.579      333.900       48.867      694.496
      27.605      345.200       48.867      694.496
      28.627      340.400       48.867      694.496
      29.652      351.100       49.125      758.496
      30.668      361.500       49.383      758.496
      31.693      351.300       49.383      758.496
      32.718      342.400       49.383      758.496
      33.736      345.800       49.383      758.496
      34.756      339.300       49.383      758.496
      35.781      342.200       49.383      758.496
      36.804      347.900       49.383      758.496
      37.828      349.700       49.383      758.496
      38.854      356.800       49.383      758.496
      39.879      364.000       49.383      758.496
      40.895      365.900       49.383      758.496
      41.916      359.300       49.641      758.496
      42.941      342.600       49.641      758.496
      43.965      344.600       49.641      758.496
      44.985      367.900       49.641      758.496
      46.002      340.000       49.641      758.496
      47.024      251.400       49.641      758.496
      48.046      252.600       49.641      758.496
      49.071      243.000       49.641      758.496
      50.094      240.400       49.641      758.496
      51.111      242.800       49.641      758.496
      52.135      239.300       49.641      758.496
      53.155      232.200       49.641      758.496
      54.178      179.900       49.641      758.496
      55.201      180.900       49.641      758.496
      56.224      186.800       49.641      758.496
      57.247      169.100       49.641      758.496
      58.270      181.700       49.641      758.496
      59.295      187.300       49.641      758.496
      60.319      192.500       49.641      758.496
      61.341      175.100       49.641      758.496
      62.365      188.500       49.641      758.496
      63.388      190.500       49.641      758.496
      64.413      239.000       67.688      758.496
      65.432      401.300       74.906      758.496
      66.467      194.300       74.906      758.496
