1,3,"enp0s10",1666391104.789741,"1.5.5 (417daa7 - Jul 15 2022 20:33:42)","1.7.3 (92ce3808)"
1000,3,"enp0s10",1666391107.543932,"int",6763,6763,0,7934587000,7941350000
1000,3,"enp0s10",1666391107.544073,"int",6596,6596,0,7934981000,7941577000
1000,3,"enp0s10",1666391107.544131,"int",6330,6330,0,7935352000,7941682000
1000,3,"enp0s10",1666391107.544144,"int",6090,6090,0,7935718000,7941808000
1000,3,"enp0s10",1666391107.544167,"int",5792,5792,0,7936107000,7941899000
1000,3,"enp0s10",1666391107.544342,"int",5498,5498,0,7936473000,7941971000
1000,3,"enp0s10",1666391107.544400,"int",5310,5310,0,7936828000,7942138000
1000,3,"enp0s10",1666391107.544582,"int",4923,4923,0,7937352000,7942275000
1000,3,"enp0s10",1666391107.544638,"int",4640,4640,0,7937713000,7942353000
1000,3,"enp0s10",1666391107.544736,"int",4368,4368,0,7938061000,7942429000
1000,3,"enp0s10",1666391107.544786,"int",3961,3961,0,7938538000,7942499000
1000,3,"enp0s10",1666391107.545172,"int",3587,3587,0,7938998000,7942585000
1000,3,"enp0s10",1666391107.545233,"int",3459,3459,0,7939471000,7942930000
1000,3,"enp0s10",1666391107.545337,"int",3104,3104,0,7939971000,7943075000
1000,3,"enp0s10",1666391107.545388,"int",2689,2689,0,7940463000,7943152000
1000,3,"enp0s10",1666391107.545436,"int",2288,2288,0,7940935000,7943223000
1000,3,"enp0s10",1666391107.551044,"int",160,160,0,7948560000,7948720000
1000,3,"enp0s10",1666391107.551264,"int",90,90,0,7948758000,7948848000
1000,3,"enp0s10",1666391107.551876,"int",141,141,0,7949451000,7949592000
1000,3,"enp0s10",1666391107.553021,"int",175,175,0,7950438000,7950613000
1000,3,"enp0s10",1666391107.554046,"int",172,172,0,7951542000,7951714000
1000,3,"enp0s10",1666391107.554636,"int",151,151,0,7952151000,7952302000
1000,3,"enp0s10",1666391107.555331,"int",156,156,0,7952786000,7952942000
1000,3,"enp0s10",1666391107.556032,"int",128,128,0,7953631000,7953759000
1000,3,"enp0s10",1666391107.557076,"int",120,120,0,7954634000,7954754000
1000,3,"enp0s10",1666391107.557997,"int",159,159,0,7955523000,7955682000
1000,3,"enp0s10",1666391107.558543,"int",184,184,0,7956082000,7956266000
1000,3,"enp0s10",1666391107.559562,"int",153,153,0,7957101000,7957254000
1000,3,"enp0s10",1666391107.560134,"int",119,119,0,7957704000,7957823000
1000,3,"enp0s10",1666391107.560819,"int",126,126,0,7958376000,7958502000
1000,3,"enp0s10",1666391107.561947,"int",151,151,0,7959387000,7959538000
1000,3,"enp0s10",1666391107.563308,"int",218,218,0,7960674000,7960892000
1000,3,"enp0s10",1666391107.564424,"int",189,189,0,7961784000,7961973000
1000,3,"enp0s10",1666391107.565276,"int",203,203,0,7962602000,7962805000
1000,3,"enp0s10",1666391107.566365,"int",205,205,0,7963575000,7963780000
1000,3,"enp0s10",1666391107.566801,"int",136,136,0,7964284000,7964420000
1000,3,"enp0s10",1666391107.567635,"int",191,191,0,7965111000,7965302000
1000,3,"enp0s10",1666391107.568930,"int",186,186,0,7966377000,7966563000
1000,3,"enp0s10",1666391107.569812,"int",214,214,0,7967090000,7967304000
1000,3,"enp0s10",1666391107.570050,"int",142,142,0,7967570000,7967712000
1000,3,"enp0s10",1666391107.570929,"int",198,198,0,7968448000,7968646000
1000,3,"enp0s10",1666391107.571497,"int",124,124,0,7969046000,7969170000
1000,3,"enp0s10",1666391107.572550,"int",140,140,0,7970041000,7970181000
1000,3,"enp0s10",1666391107.572832,"int",320,320,0,7970233000,7970553000
1000,3,"enp0s10",1666391107.574119,"int",269,269,0,7971497000,7971766000
1000,3,"enp0s10",1666391107.574255,"int",375,375,0,7971538000,7971913000
1000,3,"enp0s10",1666391107.575327,"int",712,712,0,7972229000,7972941000
1000,3,"enp0s10",1666391107.575446,"int",490,490,0,7972724000,7973214000
1000,3,"enp0s10",1666391107.575795,"int",627,627,0,7972761000,7973388000
1000,3,"enp0s10",1666391107.576024,"int",867,867,0,7972808000,7973675000
1000,3,"enp0s10",1666391107.577504,"int",752,752,0,7974396000,7975148000
1000,3,"enp0s10",1666391107.578380,"int",692,692,0,7975319000,7976011000
1000,3,"enp0s10",1666391107.578761,"int",290,290,0,7976120000,7976410000
1000,3,"enp0s10",1666391107.579322,"int",897,897,0,7976156000,7977053000
1000,3,"enp0s10",1666391107.579391,"int",962,962,0,7976181000,7977143000
1000,3,"enp0s10",1666391107.580824,"int",1072,1072,0,7977466000,7978538000
1000,3,"enp0s10",1666391107.581323,"int",1469,1469,0,7977547000,7979016000
1000,3,"enp0s10",1666391107.581399,"int",1539,1539,0,7977606000,7979145000
1000,3,"enp0s10",1666391107.581810,"int",1859,1859,0,7977636000,7979495000
1000,3,"enp0s10",1666391107.582738,"int",2805,2805,0,7977649000,7980454000
1000,3,"enp0s10",1666391107.582798,"int",2927,2927,0,7977664000,7980591000
1000,3,"enp0s10",1666391107.583064,"int",828,828,0,7979866000,7980694000
1000,3,"enp0s10",1666391107.583275,"int",915,915,0,7980060000,7980975000
1000,3,"enp0s10",1666391107.591574,"int",6992,6992,0,7982259000,7989251000
1000,3,"enp0s10",1666391107.591659,"int",7098,7098,0,7982329000,7989427000
1000,3,"enp0s10",1666391107.592143,"int",7383,7383,0,7982368000,7989751000
1000,3,"enp0s10",1666391107.592816,"int",8059,8059,0,7982403000,7990462000
1000,3,"enp0s10",1666391107.593650,"int",8864,8864,0,7982440000,7991304000
