# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       20.355       84.859
       1.013        0.000       20.355      309.926
       2.032        0.000       21.941      374.930
       3.053        2.000       22.012      374.930
       4.074        0.000       22.012      374.930
       5.094        0.000       22.012      374.930
       6.115        0.000       22.012      438.930
       7.135        1.000       22.012      438.930
       8.156        0.000       22.012      438.930
       9.176        0.000       22.012      438.930
      10.196        0.000       22.012      438.930
      11.216        0.000       22.012      630.930
      12.236        0.000       22.012      630.930
      13.256        0.000       22.012      630.930
      14.275        0.000       22.012      630.930
      15.295        0.000       22.012      630.930
      16.315        0.000       22.012      630.930
      17.335        0.000       22.012      630.930
      18.353        9.800       22.520      758.930
      19.372       45.100       22.520      758.930
      20.392       61.800       22.520      758.930
      21.412       49.000       22.520      758.930
      22.432       62.700       22.520      758.930
      23.453       87.100       22.789      758.930
      24.472       82.500       22.789      758.930
      25.494       78.300       22.789      758.930
      26.515       91.100       22.789      758.930
      27.535       86.200       22.789      758.930
      28.555       85.300       22.789      758.930
      29.575       92.200       22.789      758.930
      30.595       83.300       22.852      758.930
      31.614       79.500       22.871      758.930
      32.635       80.400       22.879      758.930
      33.655       80.400       22.879      758.930
      34.675       85.300       22.879      758.930
      35.695       85.300       22.879      758.930
      36.716       89.200       22.879      758.930
      37.735       75.500       22.879      758.930
      38.756       90.100       22.879      758.930
      39.776       73.500       22.879      758.930
      40.796       82.400       22.879      758.930
      41.816       73.500       22.879      758.930
      42.836       70.600       22.879      758.930
      43.854       76.600       22.879      758.930
      44.875       86.200       22.879      758.930
      45.896       57.800       22.879      758.930
      46.915       88.300       22.879      758.930
      47.935       82.300       22.879      758.930
      48.955       20.600       22.879      758.930
      49.975        0.000       22.879      758.930
      50.995        0.000       22.879      758.930
      52.015        0.000       22.879      758.930
      53.032        0.000       22.879      758.930
      54.052        0.000       22.879      758.930
