report-id,probe-id,source,timestamp,report-name,packet_index,meta.packet_len,ip.src,ip.dst,ip.proto_tos,ip.ecn,ip.identification,tcp.src_port,tcp.dest_port,tcp.seq_nb,tcp.ack_nb,tcp.tsval,tcp.tsecr,int.queue_id,int.latency,int.queue_occups,int.ingress_time,int.egress_time,int.nb_marked,int.nb_dropped,int.mark_probability
1000,3,"enp0s10",1673874895.194959,"int",1,130,"10.0.0.1","10.0.0.11",128,0,33300,57604,22,3382563727,0,3707834553,0,0,402,0,6373764000,6374166000,0,0,0
1000,3,"enp0s10",1673874895.195707,"int",2,122,"10.0.0.1","10.0.0.11",128,0,33301,57604,22,3382563728,2987578735,3707834554,238062251,0,278,0,6374923000,6375201000,0,0,0
1000,3,"enp0s10",1673874895.196158,"int",3,163,"10.0.0.1","10.0.0.11",128,0,33302,57604,22,3382563728,2987578735,3707834555,238062251,0,216,0,6375231000,6375447000,0,0,0
1000,3,"enp0s10",1673874895.207281,"int",4,122,"10.0.0.1","10.0.0.11",128,0,33303,57604,22,3382563769,2987578777,3707834566,238062253,0,118,0,6386769000,6386887000,0,0,0
1000,3,"enp0s10",1673874895.207415,"int",5,1482,"10.0.0.1","10.0.0.11",128,0,33304,57604,22,3382563769,2987578777,3707834566,238062253,0,118,0,6387002000,6387120000,0,0,0
1000,3,"enp0s10",1673874895.210957,"int",6,170,"10.0.0.1","10.0.0.11",128,0,33305,57604,22,3382565129,2987579753,3707834570,238062254,0,319,0,6390315000,6390634000,0,0,0
1000,3,"enp0s10",1673874895.228175,"int",7,138,"10.0.0.1","10.0.0.11",128,0,33306,57604,22,3382565177,2987580117,3707834587,238062257,0,178,0,6407670000,6407848000,0,0,0
1000,3,"enp0s10",1673874895.229455,"int",8,166,"10.0.0.1","10.0.0.11",128,0,33307,57604,22,3382565193,2987580117,3707834588,238062260,0,348,0,6408737000,6409085000,0,0,0
1000,3,"enp0s10",1673874895.230493,"int",9,190,"10.0.0.1","10.0.0.11",128,0,33308,57604,22,3382565237,2987580161,3707834589,238062260,0,301,0,6409829000,6410130000,0,0,0
1000,3,"enp0s10",1673874895.234148,"int",10,494,"10.0.0.1","10.0.0.11",128,0,33309,57604,22,3382565305,2987580213,3707834593,238062260,0,286,0,6413494000,6413780000,0,0,0
1000,3,"enp0s10",1673874895.238681,"int",11,774,"10.0.0.1","10.0.0.11",128,0,33310,57604,22,3382565677,2987580545,3707834597,238062261,0,280,0,6417793000,6418073000,0,0,0
1000,3,"enp0s10",1673874895.244877,"int",12,234,"10.0.0.1","10.0.0.11",128,0,33311,57604,22,3382566329,2987580573,3707834604,238062263,0,401,0,6424082000,6424483000,0,0,0
1000,3,"enp0s10",1673874895.355899,"int",13,122,"10.0.0.1","10.0.0.11",128,0,33312,57604,22,3382566441,2987581513,3707834714,238062280,0,477,0,6534644000,6535121000,0,0,0
1000,3,"enp0s10",1673874895.356739,"int",14,122,"10.0.0.1","10.0.0.11",128,0,33313,57604,22,3382566441,2987581557,3707834715,238062291,0,304,0,6535718000,6536022000,0,0,0
1000,3,"enp0s10",1673874895.356972,"int",15,318,"10.0.0.1","10.0.0.11",128,0,33314,57604,22,3382566441,2987581557,3707834715,238062291,0,556,0,6535952000,6536508000,0,0,0
1000,3,"enp0s10",1673874895.360026,"int",16,158,"10.0.0.1","10.0.0.11",128,0,33315,57604,22,3382566637,2987581629,3707834719,238062292,0,152,0,6539439000,6539591000,0,0,0
1000,3,"enp0s10",1673874895.364691,"int",17,122,"10.0.0.1","10.0.0.11",128,0,33316,57604,22,3382566673,2987581813,3707834723,238062293,0,242,0,6543909000,6544151000,0,0,0
1000,3,"enp0s10",1673874895.364767,"int",18,158,"10.0.0.1","10.0.0.11",128,0,33317,57604,22,3382566673,2987581813,3707834723,238062293,0,509,0,6543935000,6544444000,0,0,0
1000,3,"enp0s10",1673874895.365203,"int",19,182,"10.0.0.1","10.0.0.11",128,0,33318,57604,22,3382566709,2987581813,3707834723,238062293,0,637,1,6543957000,6544594000,0,0,0
1000,3,"enp0s10",1673874895.365592,"int",20,122,"10.0.0.1","10.0.0.11",128,0,33319,57604,22,3382566769,2987581813,3707834723,238062293,0,897,2,6543980000,6544877000,0,0,0
1000,3,"enp0s10",1673874895.372658,"int",21,130,"10.0.0.1","10.0.0.12",128,0,31014,42688,22,2340342960,0,1239013228,0,0,129,0,6552165000,6552294000,0,0,0
1000,3,"enp0s10",1673874895.373699,"int",22,122,"10.0.0.1","10.0.0.12",128,0,31015,42688,22,2340342961,3492714039,1239013228,906497761,0,205,0,6552919000,6553124000,0,0,0
1000,3,"enp0s10",1673874895.374239,"int",23,122,"10.0.0.1","10.0.0.12",128,0,31016,42688,22,2340342961,3492714039,1239013229,906497761,0,699,0,6553155000,6553854000,0,0,0
1000,3,"enp0s10",1673874895.374516,"int",24,163,"10.0.0.1","10.0.0.12",128,0,31017,42688,22,2340342961,3492714039,1239013229,906497761,0,742,1,6553415000,6554157000,0,0,0
1000,3,"enp0s10",1673874895.379720,"int",25,122,"10.0.0.1","10.0.0.11",128,0,0,57604,22,3382566770,2987581814,3707834739,238062295,0,181,0,6559268000,6559449000,0,0,0
1000,3,"enp0s10",1673874895.380971,"int",26,122,"10.0.0.1","10.0.0.12",128,0,31018,42688,22,2340343002,3492714081,1239013236,906497763,0,136,0,6560481000,6560617000,0,0,0
1000,3,"enp0s10",1673874895.381909,"int",27,1482,"10.0.0.1","10.0.0.12",128,0,31019,42688,22,2340343002,3492714081,1239013237,906497763,0,299,0,6561205000,6561504000,0,0,0
1000,3,"enp0s10",1673874895.386292,"int",28,170,"10.0.0.1","10.0.0.12",128,0,31020,42688,22,2340344362,3492715057,1239013241,906497763,0,171,0,6565824000,6565995000,0,0,0
1000,3,"enp0s10",1673874895.399027,"int",29,138,"10.0.0.1","10.0.0.12",128,0,31021,42688,22,2340344410,3492715421,1239013254,906497766,0,134,0,6578141000,6578275000,0,0,0
1000,3,"enp0s10",1673874895.400323,"int",30,166,"10.0.0.1","10.0.0.12",128,0,31022,42688,22,2340344426,3492715421,1239013255,906497768,0,200,0,6579686000,6579886000,0,0,0
1000,3,"enp0s10",1673874895.401325,"int",31,190,"10.0.0.1","10.0.0.12",128,0,31023,42688,22,2340344470,3492715465,1239013256,906497768,0,202,0,6580801000,6581003000,0,0,0
1000,3,"enp0s10",1673874895.403586,"int",32,494,"10.0.0.1","10.0.0.12",128,0,31024,42688,22,2340344538,3492715517,1239013258,906497769,0,148,0,6583039000,6583187000,0,0,0
