index, start time, end time, latency
0, 1659512999.212480, 1659512999.216032, 3552
1, 1659512999.316402, 1659512999.320190, 3788
2, 1659512999.420412, 1659512999.424028, 3616
3, 1659512999.526346, 1659512999.529685, 3339
4, 1659512999.630205, 1659512999.633760, 3555
5, 1659512999.736042, 1659512999.739931, 3889
6, 1659512999.840743, 1659512999.844098, 3355
7, 1659512999.946090, 1659512999.949343, 3253
8, 1659513000.51292, 1659513000.55008, 3716
9, 1659513000.157204, 1659513000.160699, 3495
10, 1659513000.261145, 1659513000.265565, 4420
11, 1659513000.365883, 1659513000.370500, 4617
12, 1659513000.472426, 1659513000.475793, 3367
13, 1659513000.576190, 1659513000.579553, 3363
14, 1659513000.681873, 1659513000.685234, 3361
15, 1659513000.787541, 1659513000.791433, 3892
16, 1659513000.892357, 1659513000.895626, 3269
17, 1659513000.997977, 1659513001.1833, 3856
18, 1659513001.102739, 1659513001.106422, 3683
19, 1659513001.206667, 1659513001.210245, 3578
20, 1659513001.312578, 1659513001.316692, 4114
21, 1659513001.417429, 1659513001.421364, 3935
22, 1659513001.522701, 1659513001.526511, 3810
23, 1659513001.626983, 1659513001.630963, 3980
24, 1659513001.733298, 1659513001.737154, 3856
25, 1659513001.837697, 1659513001.841210, 3513
26, 1659513001.943147, 1659513001.946559, 3412
27, 1659513002.48902, 1659513002.52542, 3640
28, 1659513002.154594, 1659513002.158168, 3574
29, 1659513002.258624, 1659513002.262516, 3892
30, 1659513002.362781, 1659513002.366322, 3541
31, 1659513002.467375, 1659513002.470898, 3523
32, 1659513002.573252, 1659513002.576633, 3381
33, 1659513002.678950, 1659513002.682707, 3757
34, 1659513002.785006, 1659513002.789221, 4215
35, 1659513002.890108, 1659513002.894029, 3921
36, 1659513002.996401, 1659513003.241, 3840
37, 1659513003.101022, 1659513003.104953, 3931
38, 1659513003.205168, 1659513003.209118, 3950
39, 1659513003.310795, 1659513003.314610, 3815
40, 1659513003.415302, 1659513003.419295, 3993
41, 1659513003.519563, 1659513003.523233, 3670
