report-id,probe-id,source,timestamp,report-name,packet_index,meta.packet_len,ip.src,ip.dst,ip.proto_tos,ip.ecn,ip.identification,tcp.src_port,tcp.dest_port,tcp.seq_nb,tcp.ack_nb,tcp.tsval,tcp.tsecr,int.queue_id,int.latency,int.queue_occups,int.ingress_time,int.egress_time,int.nb_marked,int.nb_dropped,int.mark_probability
1000,3,"enp0s10",1673813791.928129,"int",1,130,"10.0.0.1","10.0.0.11",128,0,19445,58888,22,680992088,0,3646731394,0,0,436,0,6504848000,6505284000,0,0,0
1000,3,"enp0s10",1673813791.928497,"int",2,122,"10.0.0.1","10.0.0.11",128,0,19446,58888,22,680992089,2378907825,3646731395,222786447,0,696,0,6505480000,6506176000,0,0,0
1000,3,"enp0s10",1673813791.928808,"int",3,163,"10.0.0.1","10.0.0.11",128,0,19447,58888,22,680992089,2378907825,3646731396,222786447,0,632,1,6505827000,6506459000,0,0,0
1000,3,"enp0s10",1673813791.940951,"int",4,122,"10.0.0.1","10.0.0.11",128,0,19448,58888,22,680992130,2378907867,3646731407,222786449,0,263,0,6517351000,6517614000,0,0,0
1000,3,"enp0s10",1673813791.941180,"int",5,122,"10.0.0.1","10.0.0.11",128,0,19449,58888,22,680992130,2378908843,3646731408,222786450,0,799,0,6517876000,6518675000,0,0,0
1000,3,"enp0s10",1673813791.941428,"int",6,1482,"10.0.0.1","10.0.0.11",128,0,19450,58888,22,680992130,2378908843,3646731408,222786450,0,728,1,6518303000,6519031000,0,0,0
1000,3,"enp0s10",1673813791.945475,"int",7,170,"10.0.0.1","10.0.0.11",128,0,19451,58888,22,680993490,2378908843,3646731413,222786451,0,372,0,6522803000,6523175000,0,0,0
1000,3,"enp0s10",1673813791.964968,"int",8,138,"10.0.0.1","10.0.0.11",128,0,19452,58888,22,680993538,2378909207,3646731432,222786453,0,702,0,6541879000,6542581000,0,0,0
1000,3,"enp0s10",1673813791.968002,"int",9,166,"10.0.0.1","10.0.0.11",128,0,19453,58888,22,680993554,2378909207,3646731435,222786457,0,365,0,6545266000,6545631000,0,0,0
1000,3,"enp0s10",1673813791.972211,"int",10,190,"10.0.0.1","10.0.0.11",128,0,19454,58888,22,680993598,2378909251,3646731439,222786458,0,363,0,6549689000,6550052000,0,0,0
