1,4,"enp0s8",1659695795.521944,"1.5.5 (417daa7 - Jul 15 2022 20:33:42)","1.7.3 (92ce3808)"
999,4,"enp0s8",1659695796.716746,"tot",2,"10.0.0.11","10.0.1.11",514794,357,"99.178.376.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.12","10.0.0.1",642,9,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.1.11","10.0.0.11",9524,144,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.11","10.0.0.1",358,5,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.11","10.0.1.11",514794,357,"99.178.376.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.1","10.0.0.11",8600,36,"99.178.354.340"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.12","10.0.0.1",10496,62,"99.178.354.340"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.11","10.0.0.1",5314,32,"99.178.354.340"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.1","10.0.0.11",626,8,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.1","10.0.0.12",17084,70,"99.178.354.340"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.12","10.0.1.12",111698,98,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.1.12","10.0.0.12",5771,87,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.11","10.0.1.11",269911,205,"99.178.354.0"
999,4,"enp0s8",1659695797.717113,"tot",3,"10.0.0.1","10.0.0.12",1120,14,"99.178.354.0"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.1.11","10.0.0.11",12606,191,"99.178.354.0"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.0.11","10.0.1.11",514794,357,"99.178.376.0"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.0.12","8.8.8.8",148,2,"99.178.376.85"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.0.12","10.0.1.12",1002294,741,"99.178.354.0"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.1.12","10.0.0.12",25091,380,"99.178.354.0"
999,4,"enp0s8",1659695798.717274,"tot",4,"10.0.0.11","10.0.1.11",473228,340,"99.178.354.0"
999,4,"enp0s8",1659695799.717532,"tot",5,"10.0.1.11","10.0.0.11",15444,234,"99.178.354.0"
999,4,"enp0s8",1659695799.717532,"tot",5,"10.0.0.11","10.0.1.11",514794,357,"99.178.376.0"
999,4,"enp0s8",1659695799.717532,"tot",5,"10.0.0.12","10.0.1.12",1043488,754,"99.178.354.0"
999,4,"enp0s8",1659695799.717532,"tot",5,"10.0.0.11","8.8.8.8",148,2,"99.178.376.85"
