report-id,probe-id,source,timestamp,report-name,packet_index,meta.packet_len,ip.src,ip.dst,ip.proto_tos,ip.ecn,ip.identification,tcp.src_port,tcp.dest_port,tcp.seq_nb,tcp.ack_nb,tcp.tsval,tcp.tsecr,int.queue_id,int.latency,int.queue_occups,int.ingress_time,int.egress_time,int.nb_marked,int.nb_dropped,int.mark_probability
1000,3,"enp0s10",1673875272.174013,"int",1,130,"10.0.0.1","10.0.0.11",128,0,33967,51238,22,3952439934,0,3708211532,0,0,200,0,6406143000,6406343000,0,0,0
1000,3,"enp0s10",1673875272.175169,"int",2,122,"10.0.0.1","10.0.0.11",128,0,33968,51238,22,3952439935,3311148164,3708211533,238156496,0,197,0,6407386000,6407583000,0,0,0
1000,3,"enp0s10",1673875272.175851,"int",3,122,"10.0.0.1","10.0.0.11",128,0,33969,51238,22,3952439935,3311148164,3708211533,238156496,0,296,0,6407439000,6407735000,0,0,0
1000,3,"enp0s10",1673875272.176170,"int",4,163,"10.0.0.1","10.0.0.11",128,0,33970,51238,22,3952439935,3311148164,3708211534,238156496,0,288,0,6407989000,6408277000,0,0,0
1000,3,"enp0s10",1673875272.187642,"int",5,122,"10.0.0.1","10.0.0.11",128,0,33971,51238,22,3952439976,3311148206,3708211546,238156498,0,199,0,6419707000,6419906000,0,0,0
1000,3,"enp0s10",1673875272.188206,"int",6,122,"10.0.0.1","10.0.0.11",128,0,33972,51238,22,3952439976,3311149182,3708211546,238156499,0,264,0,6420349000,6420613000,0,0,0
1000,3,"enp0s10",1673875272.188766,"int",7,1482,"10.0.0.1","10.0.0.11",128,0,33973,51238,22,3952439976,3311149182,3708211547,238156499,0,167,0,6420710000,6420877000,0,0,0
1000,3,"enp0s10",1673875272.193509,"int",8,170,"10.0.0.1","10.0.0.11",128,0,33974,51238,22,3952441336,3311149182,3708211551,238156500,0,233,0,6425577000,6425810000,0,0,0
1000,3,"enp0s10",1673875272.210201,"int",9,138,"10.0.0.1","10.0.0.11",128,0,33975,51238,22,3952441384,3311149546,3708211568,238156502,0,153,0,6442159000,6442312000,0,0,0
1000,3,"enp0s10",1673875272.211856,"int",10,166,"10.0.0.1","10.0.0.11",128,0,33976,51238,22,3952441400,3311149546,3708211570,238156505,0,198,0,6443902000,6444100000,0,0,0
1000,3,"enp0s10",1673875272.212582,"int",11,190,"10.0.0.1","10.0.0.11",128,0,33977,51238,22,3952441444,3311149590,3708211571,238156505,0,224,0,6444805000,6445029000,0,0,0
1000,3,"enp0s10",1673875272.216644,"int",12,494,"10.0.0.1","10.0.0.11",128,0,33978,51238,22,3952441512,3311149642,3708211574,238156506,0,232,0,6448510000,6448742000,0,0,0
1000,3,"enp0s10",1673875272.220789,"int",13,774,"10.0.0.1","10.0.0.11",128,0,33979,51238,22,3952441884,3311149974,3708211579,238156507,0,174,0,6453001000,6453175000,0,0,0
1000,3,"enp0s10",1673875272.225224,"int",14,234,"10.0.0.1","10.0.0.11",128,0,33980,51238,22,3952442536,3311150002,3708211583,238156508,0,164,0,6457366000,6457530000,0,0,0
1000,3,"enp0s10",1673875272.339633,"int",15,122,"10.0.0.1","10.0.0.11",128,0,33981,51238,22,3952442648,3311150942,3708211697,238156525,0,160,0,6571656000,6571816000,0,0,0
1000,3,"enp0s10",1673875272.340267,"int",16,122,"10.0.0.1","10.0.0.11",128,0,33982,51238,22,3952442648,3311150986,3708211698,238156537,0,214,0,6572288000,6572502000,0,0,0
1000,3,"enp0s10",1673875272.340550,"int",17,318,"10.0.0.1","10.0.0.11",128,0,33983,51238,22,3952442648,3311150986,3708211699,238156537,0,454,0,6572571000,6573025000,0,0,0
1000,3,"enp0s10",1673875272.348313,"int",18,122,"10.0.0.1","10.0.0.11",128,0,33984,51238,22,3952442844,3311151294,3708211706,238156538,0,96,0,6580426000,6580522000,0,0,0
1000,3,"enp0s10",1673875272.348571,"int",19,158,"10.0.0.1","10.0.0.11",128,0,33985,51238,22,3952442844,3311151294,3708211706,238156538,0,322,0,6580457000,6580779000,0,0,0
1000,3,"enp0s10",1673875272.348995,"int",20,182,"10.0.0.1","10.0.0.11",128,0,33986,51238,22,3952442880,3311151294,3708211706,238156538,0,607,1,6580474000,6581081000,0,0,0
1000,3,"enp0s10",1673875272.349085,"int",21,122,"10.0.0.1","10.0.0.11",128,0,33987,51238,22,3952442940,3311151294,3708211706,238156538,0,743,2,6580488000,6581231000,0,0,0
1000,3,"enp0s10",1673875272.356982,"int",22,122,"10.0.0.1","10.0.0.11",128,0,0,51238,22,3952442941,3311151295,3708211715,238156541,0,223,0,6589064000,6589287000,0,0,0
1000,3,"enp0s10",1673875272.357812,"int",23,130,"10.0.0.1","10.0.0.12",128,0,8949,43818,22,2746932671,0,1239390211,0,0,398,0,6589493000,6589891000,0,0,0
1000,3,"enp0s10",1673875272.358216,"int",24,122,"10.0.0.1","10.0.0.12",128,0,8950,43818,22,2746932672,713564179,1239390212,906592008,0,195,0,6590208000,6590403000,0,0,0
1000,3,"enp0s10",1673875272.358917,"int",25,163,"10.0.0.1","10.0.0.12",128,0,8951,43818,22,2746932672,713564179,1239390213,906592008,0,145,0,6590717000,6590862000,0,0,0
1000,3,"enp0s10",1673875272.359511,"int",26,122,"10.0.0.1","10.0.0.12",128,0,8952,43818,22,2746932713,713564179,1239390213,906592008,0,263,0,6591523000,6591786000,0,0,0
1000,3,"enp0s10",1673875272.369099,"int",27,122,"10.0.0.1","10.0.0.12",128,0,8953,43818,22,2746932713,713564221,1239390223,906592009,0,179,0,6601180000,6601359000,0,0,0
1000,3,"enp0s10",1673875272.369989,"int",28,1482,"10.0.0.1","10.0.0.12",128,0,8954,43818,22,2746932713,713564221,1239390224,906592009,0,176,0,6602063000,6602239000,0,0,0
1000,3,"enp0s10",1673875272.375063,"int",29,170,"10.0.0.1","10.0.0.12",128,0,8955,43818,22,2746934073,713565197,1239390229,906592011,0,381,0,6607054000,6607435000,0,0,0
1000,3,"enp0s10",1673875272.391587,"int",30,138,"10.0.0.1","10.0.0.12",128,0,8956,43818,22,2746934121,713565561,1239390246,906592013,0,182,0,6623696000,6623878000,0,0,0
1000,3,"enp0s10",1673875272.392543,"int",31,166,"10.0.0.1","10.0.0.12",128,0,8957,43818,22,2746934137,713565561,1239390247,906592016,0,132,0,6624873000,6625005000,0,0,0
1000,3,"enp0s10",1673875272.394070,"int",32,190,"10.0.0.1","10.0.0.12",128,0,8958,43818,22,2746934181,713565605,1239390248,906592016,0,261,0,6626054000,6626315000,0,0,0
1000,3,"enp0s10",1673875272.397865,"int",33,494,"10.0.0.1","10.0.0.12",128,0,8959,43818,22,2746934249,713565657,1239390252,906592017,0,146,0,6630177000,6630323000,0,0,0
1000,3,"enp0s10",1673875272.402902,"int",34,774,"10.0.0.1","10.0.0.12",128,0,8960,43818,22,2746934621,713565989,1239390257,906592018,0,118,0,6634728000,6634846000,0,0,0
1000,3,"enp0s10",1673875272.406555,"int",35,234,"10.0.0.1","10.0.0.12",128,0,8961,43818,22,2746935273,713566017,1239390260,906592019,0,152,0,6638506000,6638658000,0,0,0
1000,3,"enp0s10",1673875272.551978,"int",36,122,"10.0.0.1","10.0.0.12",128,0,8962,43818,22,2746935385,713566957,1239390405,906592043,0,666,0,6783373000,6784039000,0,0,0
1000,3,"enp0s10",1673875272.552339,"int",37,122,"10.0.0.1","10.0.0.12",128,0,8963,43818,22,2746935385,713567001,1239390406,906592056,0,241,0,6784161000,6784402000,0,0,0
1000,3,"enp0s10",1673875272.552668,"int",38,318,"10.0.0.1","10.0.0.12",128,0,8964,43818,22,2746935385,713567001,1239390406,906592056,0,551,0,6784489000,6785040000,0,0,0
1000,3,"enp0s10",1673875272.559934,"int",39,158,"10.0.0.1","10.0.0.12",128,0,8965,43818,22,2746935581,713567073,1239390414,906592056,0,535,0,6791875000,6792410000,0,0,0
1000,3,"enp0s10",1673875272.560963,"int",40,122,"10.0.0.1","10.0.0.12",128,0,8966,43818,22,2746935617,713567257,1239390415,906592058,0,182,0,6792991000,6793173000,0,0,0
1000,3,"enp0s10",1673875272.561347,"int",41,158,"10.0.0.1","10.0.0.12",128,0,8967,43818,22,2746935617,713567257,1239390415,906592058,0,567,1,6793004000,6793571000,0,0,0
1000,3,"enp0s10",1673875272.561577,"int",42,182,"10.0.0.1","10.0.0.12",128,0,8968,43818,22,2746935653,713567257,1239390415,906592058,0,487,0,6793519000,6794006000,0,0,0
1000,3,"enp0s10",1673875272.561915,"int",43,122,"10.0.0.1","10.0.0.12",128,0,8969,43818,22,2746935713,713567257,1239390415,906592058,0,663,1,6793542000,6794205000,0,0,0
