# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       20.164       84.832
       1.017        8.900       20.164      245.492
       2.040       20.500       20.164      309.492
       3.065      178.700       21.629      374.496
       4.089      206.900       21.629      694.496
       5.113      194.400       21.629      694.496
       6.138      196.200       21.629      694.496
       7.160      180.900       21.629      694.496
       8.185      194.300       21.629      694.496
       9.201      239.200       21.629      694.496
      10.223      241.500       21.629      694.496
      11.248      244.000       21.629      694.496
      12.272      252.100       21.629      694.496
      13.292      250.800       21.629      694.496
      14.313      275.400       21.629      694.496
      15.337      283.200       21.629      694.496
      16.360      259.000       21.629      694.496
      17.374      235.700       21.629      694.496
      18.397      284.300       34.566      694.496
      19.421      372.400       39.465      694.496
      20.435      372.800       39.465      694.496
      21.450      356.500       39.465      694.496
      22.471      339.800       39.465      694.496
      23.495      336.800       39.465      694.496
      24.523      344.500       39.465      694.496
      25.547      334.900       39.465      694.496
      26.570      345.000       39.465      694.496
      27.594      341.900       39.465      694.496
      28.619      346.200       39.465      694.496
      29.643      333.900       39.465      694.496
      30.667      337.900       39.465      694.496
      31.691      334.000       39.465      694.496
      32.717      348.100       39.465      694.496
      33.742      339.600       39.465      694.496
      34.766      341.800       39.465      694.496
      35.786      346.800       39.465      694.496
      36.806      344.400       39.465      694.496
      37.823      343.900       39.465      694.496
      38.848      343.600       39.465      694.496
      39.871      332.200       39.465      758.496
      40.894      335.400       39.465      758.496
      41.919      337.400       39.465      758.496
      42.943      346.700       39.465      758.496
      43.968      341.700       39.465      758.496
      44.992      333.900       39.465      758.496
      46.018      339.300       39.465      758.496
      47.042      248.900       39.465      758.496
      48.066      247.100       39.465      758.496
      49.090      244.100       39.465      758.496
      50.114      246.100       39.465      758.496
      51.138      251.100       39.465      758.496
      52.153      248.100       39.465      758.496
      53.177      249.100       39.465      758.496
      54.201      207.900       39.465      758.496
      55.223      181.000       39.465      758.496
      56.246      176.900       39.465      758.496
      57.269      172.100       39.465      758.496
      58.290      181.200       39.465      758.496
      59.313      199.400       39.465      758.496
      60.335      196.700       39.465      758.496
      61.357      192.800       39.465      758.496
      62.380      188.600       39.465      758.496
      63.403      197.400       39.465      758.496
