index, start time, end time, latency
0, 1659545236.733872, 1659545236.736677, 2805
1, 1659545236.837564, 1659545236.840214, 2650
2, 1659545236.940480, 1659545236.943109, 2629
3, 1659545237.43576, 1659545237.46311, 2735
4, 1659545237.148637, 1659545237.151552, 2915
5, 1659545237.253817, 1659545237.256763, 2946
6, 1659545237.358659, 1659545237.361412, 2753
7, 1659545237.463744, 1659545237.466771, 3027
8, 1659545237.567761, 1659545237.570683, 2922
9, 1659545237.672990, 1659545237.675730, 2740
10, 1659545237.778049, 1659545237.780730, 2681
11, 1659545237.881318, 1659545237.883991, 2673
12, 1659545237.986240, 1659545237.989076, 2836
13, 1659545238.90521, 1659545238.93229, 2708
14, 1659545238.195541, 1659545238.198211, 2670
15, 1659545238.298660, 1659545238.301501, 2841
16, 1659545238.402585, 1659545238.405143, 2558
17, 1659545238.507495, 1659545238.510623, 3128
18, 1659545238.612492, 1659545238.615280, 2788
19, 1659545238.717571, 1659545238.720031, 2460
20, 1659545238.820954, 1659545238.823754, 2800
21, 1659545238.924733, 1659545238.927567, 2834
22, 1659545239.29886, 1659545239.33047, 3161
23, 1659545239.135302, 1659545239.138378, 3076
24, 1659545239.240707, 1659545239.243725, 3018
25, 1659545239.345083, 1659545239.347709, 2626
26, 1659545239.449802, 1659545239.452611, 2809
27, 1659545239.553016, 1659545239.556008, 2992
28, 1659545239.656819, 1659545239.660080, 3261
29, 1659545239.762363, 1659545239.765915, 3552
30, 1659545239.866286, 1659545239.869594, 3308
31, 1659545239.971567, 1659545239.974671, 3104
32, 1659545240.75463, 1659545240.78716, 3253
33, 1659545240.181025, 1659545240.183960, 2935
34, 1659545240.284924, 1659545240.287950, 3026
35, 1659545240.388210, 1659545240.391364, 3154
36, 1659545240.493646, 1659545240.497041, 3395
37, 1659545240.597820, 1659545240.600877, 3057
38, 1659545240.703158, 1659545240.705840, 2682
39, 1659545240.806178, 1659545240.809647, 3469
40, 1659545240.910354, 1659545240.913820, 3466
41, 1659545241.16132, 1659545241.18638, 2506
42, 1659545241.119561, 1659545241.122818, 3257
43, 1659545241.223181, 1659545241.226013, 2832
44, 1659545241.326666, 1659545241.329426, 2760
45, 1659545241.431155, 1659545241.434203, 3048
46, 1659545241.536484, 1659545241.539304, 2820
47, 1659545241.641356, 1659545241.644083, 2727
48, 1659545241.746403, 1659545241.749127, 2724
49, 1659545241.849937, 1659545241.852397, 2460
50, 1659545241.953986, 1659545241.957105, 3119
51, 1659545242.57316, 1659545242.60011, 2695
52, 1659545242.162319, 1659545242.164947, 2628
53, 1659545242.265513, 1659545242.268152, 2639
54, 1659545242.368514, 1659545242.371217, 2703
55, 1659545242.473529, 1659545242.476468, 2939
56, 1659545242.577014, 1659545242.579730, 2716
57, 1659545242.682016, 1659545242.685185, 3169
58, 1659545242.787491, 1659545242.790324, 2833
59, 1659545242.890589, 1659545242.893798, 3209
60, 1659545242.996093, 1659545242.999003, 2910
61, 1659545243.100001, 1659545243.102905, 2904
62, 1659545243.204640, 1659545243.206999, 2359
63, 1659545243.309299, 1659545243.311859, 2560
64, 1659545243.413181, 1659545243.415286, 2105
65, 1659545243.517575, 1659545243.520290, 2715
66, 1659545243.620554, 1659545243.623259, 2705
67, 1659545243.725546, 1659545243.727748, 2202
68, 1659545243.828059, 1659545243.830576, 2517
69, 1659545243.931633, 1659545243.934437, 2804
70, 1659545244.36742, 1659545244.39546, 2804
71, 1659545244.141356, 1659545244.144454, 3098
72, 1659545244.245575, 1659545244.248238, 2663
73, 1659545244.349024, 1659545244.351797, 2773
74, 1659545244.453274, 1659545244.456446, 3172
75, 1659545244.558761, 1659545244.561764, 3003
76, 1659545244.662328, 1659545244.665336, 3008
77, 1659545244.767703, 1659545244.771224, 3521
78, 1659545244.871659, 1659545244.874706, 3047
79, 1659545244.976709, 1659545244.979781, 3072
80, 1659545245.80158, 1659545245.82830, 2672
81, 1659545245.183099, 1659545245.185911, 2812
82, 1659545245.287359, 1659545245.290222, 2863
83, 1659545245.391105, 1659545245.394034, 2929
84, 1659545245.495502, 1659545245.498937, 3435
85, 1659545245.599570, 1659545245.602528, 2958
86, 1659545245.703990, 1659545245.706867, 2877
87, 1659545245.808394, 1659545245.811277, 2883
88, 1659545245.911895, 1659545245.914920, 3025
89, 1659545246.16415, 1659545246.19526, 3111
90, 1659545246.120725, 1659545246.123842, 3117
91, 1659545246.224163, 1659545246.226406, 2243
92, 1659545246.326616, 1659545246.329258, 2642
93, 1659545246.430760, 1659545246.433320, 2560
94, 1659545246.534721, 1659545246.537729, 3008
95, 1659545246.639198, 1659545246.642175, 2977
96, 1659545246.743602, 1659545246.746557, 2955
97, 1659545246.847174, 1659545246.849935, 2761
98, 1659545246.951409, 1659545246.954694, 3285
99, 1659545247.56122, 1659545247.59253, 3131
100, 1659545247.160727, 1659545247.163697, 2970
101, 1659545247.264690, 1659545247.267477, 2787
102, 1659545247.367848, 1659545247.370644, 2796
103, 1659545247.472059, 1659545247.475062, 3003
104, 1659545247.576528, 1659545247.579252, 2724
105, 1659545247.680802, 1659545247.683271, 2469
106, 1659545247.784707, 1659545247.787195, 2488
107, 1659545247.888018, 1659545247.890329, 2311
108, 1659545247.991801, 1659545247.995033, 3232
109, 1659545248.95488, 1659545248.98435, 2947
110, 1659545248.199892, 1659545248.203384, 3492
111, 1659545248.304772, 1659545248.307348, 2576
112, 1659545248.408025, 1659545248.411227, 3202
113, 1659545248.512663, 1659545248.515427, 2764
114, 1659545248.616280, 1659545248.619521, 3241
115, 1659545248.721008, 1659545248.723887, 2879
116, 1659545248.825406, 1659545248.828365, 2959
117, 1659545248.929343, 1659545248.932401, 3058
118, 1659545249.33867, 1659545249.37377, 3510
119, 1659545249.138727, 1659545249.141574, 2847
120, 1659545249.242628, 1659545249.245917, 3289
121, 1659545249.346323, 1659545249.349107, 2784
122, 1659545249.450637, 1659545249.453411, 2774
123, 1659545249.554840, 1659545249.557783, 2943
