report-id,probe-id,source,timestamp,report-name,packet_index,meta.packet_len,ip.src,ip.dst,ip.proto_tos,ip.ecn,ip.identification,tcp.src_port,tcp.dest_port,tcp.seq_nb,tcp.ack_nb,tcp.tsval,tcp.tsecr,int.queue_id,int.latency,int.queue_occups,int.ingress_time,int.egress_time,int.nb_marked,int.nb_dropped,int.mark_probability
1000,3,"enp0s10",1673875520.433724,"int",1,130,"10.0.0.1","10.0.0.11",128,0,62987,53464,22,3492407070,0,3708459791,0,0,200,0,6396891000,6397091000,0,0,0
1000,3,"enp0s10",1673875520.435459,"int",2,122,"10.0.0.1","10.0.0.11",128,0,62988,53464,22,3492407071,3501482110,3708459792,238218561,0,509,0,6397949000,6398458000,0,0,0
1000,3,"enp0s10",1673875520.435958,"int",3,163,"10.0.0.1","10.0.0.11",128,0,62989,53464,22,3492407071,3501482110,3708459793,238218561,0,76,0,6398657000,6398733000,0,0,0
1000,3,"enp0s10",1673875520.436245,"int",4,122,"10.0.0.1","10.0.0.11",128,0,62990,53464,22,3492407112,3501482110,3708459793,238218561,0,451,0,6398806000,6399257000,0,0,0
1000,3,"enp0s10",1673875520.447057,"int",5,122,"10.0.0.1","10.0.0.11",128,0,62991,53464,22,3492407112,3501482152,3708459804,238218563,0,80,0,6409808000,6409888000,0,0,0
1000,3,"enp0s10",1673875520.447758,"int",6,1482,"10.0.0.1","10.0.0.11",128,0,62992,53464,22,3492407112,3501482152,3708459805,238218563,0,283,0,6410247000,6410530000,0,0,0
1000,3,"enp0s10",1673875520.452125,"int",7,170,"10.0.0.1","10.0.0.11",128,0,62993,53464,22,3492408472,3501483128,3708459809,238218564,0,115,0,6415095000,6415210000,0,0,0
1000,3,"enp0s10",1673875520.467528,"int",8,138,"10.0.0.1","10.0.0.11",128,0,62994,53464,22,3492408520,3501483492,3708459825,238218567,0,117,0,6430829000,6430946000,0,0,0
1000,3,"enp0s10",1673875520.469118,"int",9,166,"10.0.0.1","10.0.0.11",128,0,62995,53464,22,3492408536,3501483492,3708459826,238218569,0,330,0,6432194000,6432524000,0,0,0
1000,3,"enp0s10",1673875520.469927,"int",10,190,"10.0.0.1","10.0.0.11",128,0,62996,53464,22,3492408580,3501483536,3708459827,238218570,0,242,0,6432792000,6433034000,0,0,0
1000,3,"enp0s10",1673875520.473132,"int",11,494,"10.0.0.1","10.0.0.11",128,0,62997,53464,22,3492408648,3501483588,3708459831,238218570,0,49,0,6436234000,6436283000,0,0,0
1000,3,"enp0s10",1673875520.477926,"int",12,774,"10.0.0.1","10.0.0.11",128,0,62998,53464,22,3492409020,3501483920,3708459835,238218571,0,187,0,6440880000,6441067000,0,0,0
1000,3,"enp0s10",1673875520.481528,"int",13,234,"10.0.0.1","10.0.0.11",128,0,62999,53464,22,3492409672,3501483948,3708459839,238218572,0,325,0,6444452000,6444777000,0,0,0
1000,3,"enp0s10",1673875520.612155,"int",14,122,"10.0.0.1","10.0.0.11",128,0,63000,53464,22,3492409784,3501484888,3708459969,238218587,0,271,0,6574965000,6575236000,0,0,0
1000,3,"enp0s10",1673875520.612955,"int",15,122,"10.0.0.1","10.0.0.11",128,0,63001,53464,22,3492409784,3501484932,3708459970,238218605,0,244,0,6575789000,6576033000,0,0,0
1000,3,"enp0s10",1673875520.613317,"int",16,318,"10.0.0.1","10.0.0.11",128,0,63002,53464,22,3492409784,3501484932,3708459970,238218605,0,465,0,6576047000,6576512000,0,0,0
1000,3,"enp0s10",1673875520.620429,"int",17,122,"10.0.0.1","10.0.0.11",128,0,63003,53464,22,3492409980,3501485240,3708459978,238218606,0,176,0,6583432000,6583608000,0,0,0
1000,3,"enp0s10",1673875520.620893,"int",18,158,"10.0.0.1","10.0.0.11",128,0,63004,53464,22,3492409980,3501485240,3708459978,238218606,0,431,0,6583619000,6584050000,0,0,0
1000,3,"enp0s10",1673875520.621211,"int",19,182,"10.0.0.1","10.0.0.11",128,0,63005,53464,22,3492410016,3501485240,3708459978,238218606,0,708,1,6583687000,6584395000,0,0,0
1000,3,"enp0s10",1673875520.621501,"int",20,122,"10.0.0.1","10.0.0.11",128,0,63006,53464,22,3492410076,3501485240,3708459978,238218606,0,860,2,6583755000,6584615000,0,0,0
1000,3,"enp0s10",1673875520.629145,"int",21,130,"10.0.0.1","10.0.0.12",128,0,5563,38772,22,2169677064,0,1239638482,0,0,275,0,6592104000,6592379000,0,0,0
1000,3,"enp0s10",1673875520.629931,"int",22,122,"10.0.0.1","10.0.0.11",128,0,0,53464,22,3492410077,3501485241,3708459987,238218609,0,203,0,6593089000,6593292000,0,0,0
1000,3,"enp0s10",1673875520.630501,"int",23,122,"10.0.0.1","10.0.0.12",128,0,5564,38772,22,2169677065,1334563125,1239638483,906654075,0,307,0,6593384000,6593691000,0,0,0
1000,3,"enp0s10",1673875520.631309,"int",24,163,"10.0.0.1","10.0.0.12",128,0,5565,38772,22,2169677065,1334563125,1239638484,906654075,0,822,1,6593443000,6594265000,0,0,0
1000,3,"enp0s10",1673875520.641262,"int",25,122,"10.0.0.1","10.0.0.12",128,0,5566,38772,22,2169677106,1334563167,1239638495,906654078,0,172,0,6604243000,6604415000,0,0,0
1000,3,"enp0s10",1673875520.642077,"int",26,1482,"10.0.0.1","10.0.0.12",128,0,5567,38772,22,2169677106,1334563167,1239638495,906654078,0,172,0,6605117000,6605289000,0,0,0
1000,3,"enp0s10",1673875520.647115,"int",27,170,"10.0.0.1","10.0.0.12",128,0,5568,38772,22,2169678466,1334564143,1239638500,906654078,0,476,0,6609728000,6610204000,0,0,0
1000,3,"enp0s10",1673875520.662268,"int",28,138,"10.0.0.1","10.0.0.12",128,0,5569,38772,22,2169678514,1334564507,1239638516,906654081,0,240,0,6625484000,6625724000,0,0,0
1000,3,"enp0s10",1673875520.663913,"int",29,166,"10.0.0.1","10.0.0.12",128,0,5570,38772,22,2169678530,1334564507,1239638517,906654084,0,236,0,6627062000,6627298000,0,0,0
1000,3,"enp0s10",1673875520.664837,"int",30,190,"10.0.0.1","10.0.0.12",128,0,5571,38772,22,2169678574,1334564551,1239638518,906654084,0,45,0,6628091000,6628136000,0,0,0
1000,3,"enp0s10",1673875520.667755,"int",31,494,"10.0.0.1","10.0.0.12",128,0,5572,38772,22,2169678642,1334564603,1239638521,906654084,0,148,0,6631131000,6631279000,0,0,0
1000,3,"enp0s10",1673875520.673156,"int",32,774,"10.0.0.1","10.0.0.12",128,0,5573,38772,22,2169679014,1334564935,1239638526,906654085,0,206,0,6636222000,6636428000,0,0,0
1000,3,"enp0s10",1673875520.678861,"int",33,234,"10.0.0.1","10.0.0.12",128,0,5574,38772,22,2169679666,1334564963,1239638532,906654087,0,213,0,6641651000,6641864000,0,0,0
1000,3,"enp0s10",1673875520.815523,"int",34,122,"10.0.0.1","10.0.0.12",128,0,5575,38772,22,2169679778,1334565903,1239638669,906654110,0,266,0,6778483000,6778749000,0,0,0
1000,3,"enp0s10",1673875520.816387,"int",35,122,"10.0.0.1","10.0.0.12",128,0,5576,38772,22,2169679778,1334565947,1239638670,906654122,0,206,0,6779393000,6779599000,0,0,0
1000,3,"enp0s10",1673875520.816713,"int",36,318,"10.0.0.1","10.0.0.12",128,0,5577,38772,22,2169679778,1334565947,1239638670,906654122,0,294,0,6779612000,6779906000,0,0,0
1000,3,"enp0s10",1673875520.819749,"int",37,158,"10.0.0.1","10.0.0.12",128,0,5578,38772,22,2169679974,1334566019,1239638673,906654122,0,225,0,6782738000,6782963000,0,0,0
1000,3,"enp0s10",1673875520.823742,"int",38,122,"10.0.0.1","10.0.0.12",128,0,5579,38772,22,2169680010,1334566203,1239638677,906654124,0,180,0,6787046000,6787226000,0,0,0
1000,3,"enp0s10",1673875520.824206,"int",39,158,"10.0.0.1","10.0.0.12",128,0,5580,38772,22,2169680010,1334566203,1239638678,906654124,0,287,0,6787236000,6787523000,0,0,0
1000,3,"enp0s10",1673875520.824585,"int",40,182,"10.0.0.1","10.0.0.12",128,0,5581,38772,22,2169680046,1334566203,1239638678,906654124,0,624,1,6787304000,6787928000,0,0,0
1000,3,"enp0s10",1673875520.824770,"int",41,122,"10.0.0.1","10.0.0.12",128,0,5582,38772,22,2169680106,1334566203,1239638678,906654124,0,738,1,6787505000,6788243000,0,0,0
1000,3,"enp0s10",1673875520.832525,"int",42,130,"10.0.1.1","10.0.1.11",128,0,20320,59780,22,153661445,0,2823937858,0,0,289,0,6795306000,6795595000,0,0,0
1000,3,"enp0s10",1673875520.833124,"int",43,122,"10.0.1.1","10.0.1.11",128,0,20321,59780,22,153661446,749423153,2823937859,238218411,0,51,0,6796484000,6796535000,0,0,0
1000,3,"enp0s10",1673875520.833584,"int",44,163,"10.0.1.1","10.0.1.11",128,0,20322,59780,22,153661446,749423153,2823937859,238218411,0,228,0,6796646000,6796874000,0,0,0
1000,3,"enp0s10",1673875520.834721,"int",45,122,"10.0.0.1","10.0.0.12",128,0,0,38772,22,2169680107,1334566204,1239638688,906654126,0,410,0,6797370000,6797780000,0,0,0
1000,3,"enp0s10",1673875520.837471,"int",46,122,"10.0.1.1","10.0.1.11",128,0,20323,59780,22,153661487,749423153,2823937863,238218411,0,67,0,6800907000,6800974000,0,0,0
1000,3,"enp0s10",1673875520.845699,"int",47,122,"10.0.1.1","10.0.1.11",128,0,20324,59780,22,153661487,749423195,2823937871,238218412,0,94,0,6808882000,6808976000,0,0,0
1000,3,"enp0s10",1673875520.846067,"int",48,122,"10.0.1.1","10.0.1.11",128,0,20325,59780,22,153661487,749424171,2823937872,238218414,0,212,0,6809187000,6809399000,0,0,0
1000,3,"enp0s10",1673875520.846431,"int",49,1482,"10.0.1.1","10.0.1.11",128,0,20326,59780,22,153661487,749424171,2823937872,238218414,0,312,0,6809440000,6809752000,0,0,0
1000,3,"enp0s10",1673875520.850793,"int",50,170,"10.0.1.1","10.0.1.11",128,0,20327,59780,22,153662847,749424171,2823937876,238218415,0,110,0,6814039000,6814149000,0,0,0
1000,3,"enp0s10",1673875520.870123,"int",51,138,"10.0.1.1","10.0.1.11",128,0,20328,59780,22,153662895,749424535,2823937895,238218417,0,198,0,6832824000,6833022000,0,0,0
1000,3,"enp0s10",1673875520.872131,"int",52,166,"10.0.1.1","10.0.1.11",128,0,20329,59780,22,153662911,749424535,2823937897,238218420,0,121,0,6834781000,6834902000,0,0,0
1000,3,"enp0s10",1673875520.872541,"int",53,190,"10.0.1.1","10.0.1.11",128,0,20330,59780,22,153662955,749424579,2823937898,238218421,0,359,0,6835724000,6836083000,0,0,0
1000,3,"enp0s10",1673875520.875587,"int",54,494,"10.0.1.1","10.0.1.11",128,0,20331,59780,22,153663023,749424631,2823937901,238218421,0,56,0,6838907000,6838963000,0,0,0
1000,3,"enp0s10",1673875520.880541,"int",55,774,"10.0.1.1","10.0.1.11",128,0,20332,59780,22,153663395,749424963,2823937906,238218422,0,138,0,6843626000,6843764000,0,0,0
1000,3,"enp0s10",1673875520.883657,"int",56,234,"10.0.1.1","10.0.1.11",128,0,20333,59780,22,153664047,749424991,2823937909,238218423,0,333,0,6846865000,6847198000,0,0,0
1000,3,"enp0s10",1673875521.055377,"int",57,122,"10.0.1.1","10.0.1.11",128,0,20334,59780,22,153664159,749425931,2823938081,238218455,0,166,0,7018598000,7018764000,0,0,0
1000,3,"enp0s10",1673875521.056473,"int",58,122,"10.0.1.1","10.0.1.11",128,0,20335,59780,22,153664159,749425975,2823938082,238218467,0,198,0,7019677000,7019875000,0,0,0
1000,3,"enp0s10",1673875521.056949,"int",59,318,"10.0.1.1","10.0.1.11",128,0,20336,59780,22,153664159,749425975,2823938082,238218467,0,369,0,7019841000,7020210000,0,0,0
1000,3,"enp0s10",1673875521.060118,"int",60,158,"10.0.1.1","10.0.1.11",128,0,20337,59780,22,153664355,749426047,2823938086,238218467,0,150,0,7023240000,7023390000,0,0,0
1000,3,"enp0s10",1673875521.064437,"int",61,122,"10.0.1.1","10.0.1.11",128,0,20338,59780,22,153664391,749426231,2823938090,238218468,0,119,0,7027494000,7027613000,0,0,0
